Character,clean_dialogue,narrative_type,plot_unit_id
NPC,Hey? You can't hold anymore. I'll keep it in my pocket for you. You can come by and pick it up later!,narration,675
NPC,"When I grow up, I'm gonna travel the world collecting glowing stones!",action,675
NPC,How am I supposed to continue living in a town that's lost everything...? To hell with the Mako reactor!,narration,675
NPC,The town is in shambles...... and Meteor is falling our way... All we have left is our love for each other.,narration,675
NPC,"I don't want to die, but who can stop Meteor?",narration,675
NPC,Because of them......ugh my husband got into that accident... He used to be such a strong man...,action,675
NPC,Is Meteor really going to crash down on us......? I'm still young...... I'll never marry again.,action,676
NPC,This memento is all I have left of my husband... I'll give it to you if you'll please stop Meteor...,narration,676
On-screen,"Received ""Catastrophe""!",system,676
NPC,Yaaay!! What do you wanna play?,dialogue,676
NPC,"Hey, what's a Meteor?",dialogue,676
NPC,"The Gold Saucer is currently closed. The Ropeway's up and runnin', but there's no point in goin' there.",action,676
NPC,The Gold Saucer reopened. Why don't you go play hard and clear your heads as well as your pockets?,action,676
NPC 1,I'm gonna use all my life savings before Meteor hits!,action,676
NPC 2,"I know how you feel, but what if Meteor doesn't hit us? What are you gonna do then?",action,677
NPC,I got a glowing rock from the well. I'll sell it to you for 50000 gil!,action,677
On-screen,"Received ""Ultima"" Materia!",system,677
NPC,You don't have enough money! Don't try to take advantage of me just because I'm a kid!!,narration,677
NPC,Huh? You have lots of 'em! You can't carry all of 'em. So I'm gonna keep it in my pocket...,action,677
NPC,I wish someone would buy this rock off of me...,narration,677
 NPC,Yay! My house is finished!!,narration,677
NPC,My store was all right!,narration,677
NPC,Um... where was the next train station?,narration,678
NPC,"We've lost everything... Now we have to start again from ' 1' ...no, from ' 0'.",narration,678
NPC,"Hey, what's this world coming to ...? Even the Gold Saucer is closing. So does that mean there's no time to be playing around?",action,678
NPC,"Hey, the Golden Saucer reopened! I guess that means we should play hard to forget about Meteor.",action,678
NPC,Welcome to the Gold Saucer.,action,678
On-screen,"Access the Menu and select  to save your game......but, each transaction will cost 5 GP here.",system,678
On-screen,Not enough GP...,system,678
On-screen,Welcome to Gold Saucer!,system,678
On-screen,"""Wonder Square"" A number of Games await you here. Collect GP at Wonder Square and play some more!",system,679
On-screen,"""Speed Square"" A Shooting Roller Coaster is waiting to take you into the world of excitement.",system,679
On-screen,"""Round Square"" Take a tour of the Park and see the beautiful night scenery of Gold Saucer...",system,679
On-screen,"""Battle Square"" Go to the limits in heated battles! Try your hand at the special Gold Attack!!",system,679
On-screen,"""Ghost Square"" Please come and stay at the hotel...... Ha ha ha...",system,679
On-screen,"""Chocobo Square"" Chocobo Racing takes you into the world of Virtual Reality! Wark! Wark!",system,679
On-screen,"""Event Square"" An entertaining show is awaiting you.",system,679
On-screen,"""Now in Gold Gate"" Let's access all of the Attractions!",system,679
NPC,Would you like to see the Wall of Fame?,narration,680
NPC,You'll receive a prize if you get more than 3000 Points. So good luck.,action,680
NPC,"This way, Sir, to register.",narration,680
NPC,Hear the rules for this attraction?,narration,680
NPC,"This attraction, Shooting Coaster is",narration,680
NPC,"While your ride's going ZOOM, you're going BANG BANG, and things are going PHEW PHEW and you destroy them with a big BOOM. Pretty simple, isn't it?",action,680
NPC,"Oh, to shoot, hit the",narration,680
NPC,"Is this your first time? First, listen to the explanation of the game over there.",narration,680
NPC,This attraction costs 10 GP.,narration,681
NPC,Thank you.,narration,681
On-screen,Your score is XXX points.,system,681
On-screen,You had XXX points.,system,681
On-screen,"As a prize, Received ""XXXX""!!",system,681
Cloud,Ugh...,narration,681
NPC,......... You don't have enough GP,narration,681
NPC,"Are you here for the battle, too?",narration,681
NPC,I like fighters. But hate those who're all talk.,narration,682
NPC,Is that so.,narration,682
NPC,I watched you win eight battles. I want you to have this!,narration,682
On-screen,"Received ""Sprint Shoes""!",system,682
NPC,Good luck in the future too!,action,682
NPC,Register for battle? The registration fee is 10 GP.,narration,682
NPC,This is a one-on-one battle. Which one of you will participate?,narration,682
NPC,"You can engage in up to eight battles. Be aware the more battles you engage in, the greater the handicap, and stronger the Monsters will become.",narration,682
CloudbeforeMeteor,"Well, I guess I'll enjoy a few battles.",narration,683
CloudafterMeteor,"All right, I'll show 'em.",narration,683
Barret,I'm gonna bust the place up!,action,683
Tifa,I'll show 'em with a BANG!,narration,683
Aeris,Let's make this quick.,narration,683
RedXIII,I guess it'll be fun to show off what I've got.,action,683
Yuffie,I'll show you my moves!,narration,683
CaitSith,"Then, I'm off!",narration,683
Vincent,Hmph...I'll show them what real fighting is.,dialogue,684
Cid,Let ol' Cid show ya how it's done!,narration,684
NPC,Seems like you do not have enough GP.,narration,684
On-screen,"For winning the Special Battle, Received ""XXXX""!",system,684
On-screen,"Consolation Prize Received ""Tissue""!",system,684
On-screen,Welcome. You currently have XXX battle points. Would you like to exchange them?,system,684
On-screen,"Received ""XXXX""!",system,684
On-screen,You do not have enough battle points.,system,684
On-screen,You cannot take on any more Materia.,system,685
On-screen,We are currently out of this prize.,system,685
On-screen,"Thank you very much. Please remember, your battle points become invalid once you leave the Battle Arena.",system,685
 NPC,Crap! I still don't have enough points.,narration,685
NPC,"Mmm? You're new here, aren't you? Then, you want an explanation of the Battle Arena?",narration,685
NPC,"You fight here and collect battle points. You can then exchange those points for prizes. The Battle Game...even though it's a game you still use all your physical abilities. To participate, go to the front and pay yer GP's. You can fight in up to eight battles. The more you win, the more battle points you get. But, if you lose, you lose all your points So it's up to you whether or not to fight after each win. They also make it harder by givin' out handicaps. They decide what handicaps there'll be, and you won't know what you're up against until the battle.",action,685
NPC,"Oh yeah, once you leave the Battle area, all your battle points will become useless. So watch it.",narration,685
NPC,"Oh, and one more thing. The maximum points you could get is 65000, no more. So if you get that many you should exchange them for something.",narration,685
NPC,Welcome to Chocobo Racing.,narration,686
NPC,"I'm sorry, but this is for authorized personnel only.",narration,686
NPC,Welcome. Would you like to buy some Chocobo tickets?,narration,686
NPC,Registration fees are 200 gil. Is that all right?,narration,686
NPC,Which rank would you like to select?,narration,686
NPC,"You're a Chocobo jockey, right? Which rank would you like to participate in?",narration,686
NPC,"You're a Chocobo jockey, right? Which rank would you like to participate in?",narration,686
NPC,Thank you! 1 BET is XXX gil. This is the next race.,narration,686
NPC,You do not have enough gil...,narration,687
NPC,You are allowed a maximum of 3 bets on your Chocobo ticket. Use the Directional keys to move the cursor on the panel and select with the,narration,687
NPC,"This Chocobo Race has Virtual devices on the course. They show natural scenery during the race that really doesn't exist. You pick which Chocobo will finish first and second here, And then buy the appropriate tickets. And if the ticket you purchased is a winner, you'll receive a ticket for an item that will be listed on the panel. You can exchange your tickets for items or GP at the Exchange counter to the right of the entrance.",narration,687
Cloud,I won!,narration,687
On-screen,You may exchange your ticket for an item or GP.,system,687
On-screen,"Received ""XXXX""!",system,687
On-screen,Received XXX GP!!,system,687
On-screen,Your item ticket will be XXX GP. Is that all right?,system,687
On-screen,Received XXX GP!!,system,688
On-screen,"Received ""XXXX""!",system,688
Cloud,I lost...,narration,688
NPC,Welcome!,narration,688
NPC,"For reservations, please step up to the counter.",narration,688
NPC,Uuuuuuuuuugh......,narration,688
Mr. Hangman,Sir...Please register at the counter!!,narration,688
NPC,"It's our most popular employee, Mr. Hangman.",narration,688
Mr. Hangman,Welcome! It's 5 GP a night. Would you like to stay?,narration,689
Mr. Hangman,"Ugh, ugh, ugh, ugh! Enjoy, ugh, your stay.",narration,689
Mr. Hangman,"Ugh, ugh, ugh You don't have enough GP.",narration,689
