sample_id,plot_text,is_consistent
1186,"You got yourself a new Chocobo!
Then, give Chocobo XXXX a name.
I can't give you anything that I don't have.
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
Your 'Chocobo Stable' are empty.
Which Chocobo are you going to let go?
Is it all right to let this one go?
You don't even have any 'Chocobo Stable' If you want to raise Chocobos, go talk to Grandpa.
---
Your 'Chocobo Stable' are empty.
You can't take that many out a once. You must return the Chocobo that's out, If you want to take out with a different one.
Which one are you going to take?
Ride this one?
Wassup with that broad?
Who is that girl...?
Cloud, do you know her?
...You don't see ones like that everyday...",0
1187,"Your 'Chocobo Stable' are empty.
You can't take that many out a once. You must return the Chocobo that's out, If you want to take out with a different one.
Which one are you going to take?
Ride this one?
Wassup with that broad?
Who is that girl...?
Cloud, do you know her?
...You don't see ones like that everyday...",1
1188,"Your 'Chocobo Stable' are empty.
You can't take that many out a once. You must return the Chocobo that's out, If you want to take out with a different one.
Which one are you going to take?
Ride this one?
Wassup with that broad?
Who is that girl...?
Cloud, do you know her?
...You don't see ones like that everyday...
---
Who is that girl? She's still a child.
Who do you think it is? I didn't recognize the face.
She has a mysterious weapon... I've seen her somewhere before...
Who is that kid!
Haa----ah! Gotcha! And you deserve it, too!
Man...... I can't believe I lost...
You spikey-headed jerk! One more time, let's go one more time!
Hey, boobs! Try that again! Just one more time!",0
1189,"Who is that girl? She's still a child.
Who do you think it is? I didn't recognize the face.
She has a mysterious weapon... I've seen her somewhere before...
Who is that kid!
Haa----ah! Gotcha! And you deserve it, too!
Man...... I can't believe I lost...
You spikey-headed jerk! One more time, let's go one more time!
Hey, boobs! Try that again! Just one more time!",1
1190,"Who is that girl? She's still a child.
Who do you think it is? I didn't recognize the face.
She has a mysterious weapon... I've seen her somewhere before...
Who is that kid!
Haa----ah! Gotcha! And you deserve it, too!
Man...... I can't believe I lost...
You spikey-headed jerk! One more time, let's go one more time!
Hey, boobs! Try that again! Just one more time!
---
Hey, you bow-legged ol' man! Give me another chance! I'll fight ya again!
I won't lose this time! Take your time and get ready. Holler when you're ready!
No way I'm going to fight with punks like you more than once! I'll keep enough for the doctor bill! Next time, you won't be as lucky!
Thinkin' of running away? Stay and fight! FIGHT, I said!
C'mon...... What's the matter? You're pretty scared of me, huh!?
Hmm, just as I thought. What do you expect with my skills? Good luck to you guys too. If you feel up to it, we can go another round. Later!
I'm really gonna leave! REALLY!
Oh yeah? Then do whatever you want!",0
1191,"Hey, you bow-legged ol' man! Give me another chance! I'll fight ya again!
I won't lose this time! Take your time and get ready. Holler when you're ready!
No way I'm going to fight with punks like you more than once! I'll keep enough for the doctor bill! Next time, you won't be as lucky!
Thinkin' of running away? Stay and fight! FIGHT, I said!
C'mon...... What's the matter? You're pretty scared of me, huh!?
Hmm, just as I thought. What do you expect with my skills? Good luck to you guys too. If you feel up to it, we can go another round. Later!
I'm really gonna leave! REALLY!
Oh yeah? Then do whatever you want!",1
1192,"Hey, you bow-legged ol' man! Give me another chance! I'll fight ya again!
I won't lose this time! Take your time and get ready. Holler when you're ready!
No way I'm going to fight with punks like you more than once! I'll keep enough for the doctor bill! Next time, you won't be as lucky!
Thinkin' of running away? Stay and fight! FIGHT, I said!
C'mon...... What's the matter? You're pretty scared of me, huh!?
Hmm, just as I thought. What do you expect with my skills? Good luck to you guys too. If you feel up to it, we can go another round. Later!
I'm really gonna leave! REALLY!
Oh yeah? Then do whatever you want!
---
What is it, you still have somethin' for me?
......Hmmm. So is that it? I know you want my help because I'm so good! You want me to go with you?
What, you still want somethin'?
...Hmm. So is that it? You want my help 'cause I'm so good! You want me to go with you! Is that what you're saying?
What is it, you still want somethin'?
...Hmm. So is that it? You want my help 'cause I'm so good! So you want me to come with you! Is that what you're saying?
Heh heh... thought so. You put me in a spot. Hmm, what should I do?
But if you want me that bad, I can't refuse...",0
1193,"What is it, you still have somethin' for me?
......Hmmm. So is that it? I know you want my help because I'm so good! You want me to go with you?
What, you still want somethin'?
...Hmm. So is that it? You want my help 'cause I'm so good! You want me to go with you! Is that what you're saying?
What is it, you still want somethin'?
...Hmm. So is that it? You want my help 'cause I'm so good! So you want me to come with you! Is that what you're saying?
Heh heh... thought so. You put me in a spot. Hmm, what should I do?
But if you want me that bad, I can't refuse...",1
1194,"What is it, you still have somethin' for me?
......Hmmm. So is that it? I know you want my help because I'm so good! You want me to go with you?
What, you still want somethin'?
...Hmm. So is that it? You want my help 'cause I'm so good! You want me to go with you! Is that what you're saying?
What is it, you still want somethin'?
...Hmm. So is that it? You want my help 'cause I'm so good! So you want me to come with you! Is that what you're saying?
Heh heh... thought so. You put me in a spot. Hmm, what should I do?
But if you want me that bad, I can't refuse...
---
But if you want me that bad, I can't say no...
But if you want me that bad, I can't really say no...
All right! I'll go with you!
Me? The name's......
What are you talking about!? You're the one who should go first!
Okay forget it! I'm not going with you! Remember, if you piss me off... it'll cost you!!
Huh? Hey...HEY!
Wait! I haven't even told you my name......",0
1195,"But if you want me that bad, I can't say no...
But if you want me that bad, I can't really say no...
All right! I'll go with you!
Me? The name's......
What are you talking about!? You're the one who should go first!
Okay forget it! I'm not going with you! Remember, if you piss me off... it'll cost you!!
Huh? Hey...HEY!
Wait! I haven't even told you my name......",1
1196,"But if you want me that bad, I can't say no...
But if you want me that bad, I can't really say no...
All right! I'll go with you!
Me? The name's......
What are you talking about!? You're the one who should go first!
Okay forget it! I'm not going with you! Remember, if you piss me off... it'll cost you!!
Huh? Hey...HEY!
Wait! I haven't even told you my name......
---
I'm Yuffie! Good to meetcha!
Heh heh...... just as I planned. Now all I have to do is... a little this...... and a little that...... nyuk, nyuk, nyuk......
Hey, wait up! Wait for me!!
Here, I'll give you back the money I've stole from you! ......or, uh, what's left of it.
Wh... what!? Uuuuugh! Now I'm really mad! Make fun of me, will ya! Just watch!!
Hey, we been had! And... my money!
Hmm... Hey, don't we have less money than what we had?
She's gone... What is it with her?",0
1197,"I'm Yuffie! Good to meetcha!
Heh heh...... just as I planned. Now all I have to do is... a little this...... and a little that...... nyuk, nyuk, nyuk......
Hey, wait up! Wait for me!!
Here, I'll give you back the money I've stole from you! ......or, uh, what's left of it.
Wh... what!? Uuuuugh! Now I'm really mad! Make fun of me, will ya! Just watch!!
Hey, we been had! And... my money!
Hmm... Hey, don't we have less money than what we had?
She's gone... What is it with her?",1
1198,"I'm Yuffie! Good to meetcha!
Heh heh...... just as I planned. Now all I have to do is... a little this...... and a little that...... nyuk, nyuk, nyuk......
Hey, wait up! Wait for me!!
Here, I'll give you back the money I've stole from you! ......or, uh, what's left of it.
Wh... what!? Uuuuugh! Now I'm really mad! Make fun of me, will ya! Just watch!!
Hey, we been had! And... my money!
Hmm... Hey, don't we have less money than what we had?
She's gone... What is it with her?
---
Hey! My money!
...... There's some money missing.
Hey! My emergency money!
Gil, gil, gil, where's my gil!?
...... Difficult to understand her motivation.
Hmm? ......pretty fast.
What the--!? Gone! It's gone! My money's gone!
XXX Gil Stolen!",0
1199,"Hey! My money!
...... There's some money missing.
Hey! My emergency money!
Gil, gil, gil, where's my gil!?
...... Difficult to understand her motivation.
Hmm? ......pretty fast.
What the--!? Gone! It's gone! My money's gone!
XXX Gil Stolen!",1
