Character,dialogue,narrative_type
NPC,"Well, what do you think? Isn't it a fabulous villa? The feeling you get with owning a villa is simply...how should I say? ...indescribable. Well, let's wait for the captain.",action
NPC,Welcome!! What's it going to be? 200 gil a night.,action
NPC,"You must be tired. Tomorrow in the Costa del Sol area the weather is going to be......sunny, again.",action
On-screen,Cradled by the sound of the ocean waves...... Sweet dreams...,system
NPC,Good morning. Be careful traveling.,action
NPC,Good morning!!,action
NPC,Wait a minute! There's not enough money here.,action
NPC,You sure? I'll just be playing around here so drop by whenever you feel like it.,narration
NPC,"If you're headed for Mt. Corel, then you'd better buy some ""Soft"". At least that's what they always say, don't they? Be prepared, and you'll never fear.",dialogue
NPC,"Hey, I'm no idiot. I NEVER count my chickens before they hatch! Pretty good, huh?",action
NPC,"Hey...... heh heh......don't forget to talk to me, too.",narration
NPC,Always the same story... Women never pay any attention to me...,narration
NPC,Yipes!! Help!!,narration
NPC,"...breath...breath...! Kind of takes your breath away, don't it!?",narration
NPC,Eeeew!! Leave me alone!,narration
NPC,Ublk! Glug...glug...... You're gonna drown... I'm,action
NPC,"I'd be happy to be a guinea pig, if it's for Professor Hojo!",narration
NPC,Professor Hojo is so sweet. He's going to experiment on me.,action
NPC,That's right!! It totally skipped my mind! There was something I was supposed to tell you.,dialogue
NPC,"That's right! It's about that! It was yesterday. A man wearing a black cloak came up from the ocean. I think he had tickets for the Gold Saucer... no, that wasn't it... I wonder if it was all just an illusion?",action
NPC,If this is your idea of flirting...forget it. I do fine as it is.,narration
NPC,He never takes off his lab coat even in this heat. I guess that's the mark of an intellectual.,dialogue
NPC,Hey! President Rufus came here yesterday. He used to be the President's little boy. We nicknamed him the little Prez! He didn't look much different than the surfers on the beach.,narration
NPC,"The sea, the wind and the sun. Don't you just love the outdoors? It always puts me back on track.",narration
NPC,"I'll interpret Professor Hojo's whispers. Head west, past Mt. Corel and keep going......",action
NPC,"Did you get that? I didn't understand it well, myself.",narration
NPC,"Yes, Professor Hojo. Where...?",narration
NPC,"It looks like the Professor discovered or found a solution to something. You know, I wonder...... if they headed west for Mt. Corel?",narration
NPC,I'm getting a little sad. Professor Hojo looks happy like a child when he discovers something. He gets this big smile and then laughs......,narration
NPC,I guess we should chase after him. A vacation for two from Mt. Corel to Gold Saucer.,action
NPC,"Hey, good timing. Would you mind putting lotion on me?",action
NPC,Uhhhnn...,narration
NPC,Than--kyu!,narration
NPC,"Hey, loosen up a bit.",narration
NPC,"There's no ship to Junon. Recently, there's been a hoard on materials. Everything's topsy-turvy.",narration
NPC,"Everyone's in a rush to get one last vacation in before the Meteor strikes, That's why it's so busy here.",dialogue
NPC,"Not gonna be able to nap like this for much longer. When you put it that way, I feel kind of sad.",action
NPC,"Well, I'm not worried. When it all comes down, I'm heading for the skies. The only problem is...... will there be anywhere left to land?",narration
NPC,I don't feel like sightseeing around town. What I really want to do is... Looks like Gold Saucer is temporarily closed.,action
NPC,"Oh wow!! Man, that's huge!!",narration
NPC,The stars!! They're in flames!!,narration
NPC,They're burning. Someday they'll burn out. The stars are just like our youth.,narration
NPC,Ho! Ho! Ho!...... It's the end of the world.,narration
NPC,Wanna buy a souvenir to remember participating in the Meteor tour?,narration
Butch,Good or bad everything's gotta go! It's the end of the world sale!!,action
NPC,"I don't care if it's the Meteor or not, I'm not giving up yet! I still haven't surfed the best waves of Costa del Sol! I hope the Meteor doesn't strike before I do.",narration
NPC,It's weird seeing the reflection of the Meteor on the sea in the evening! It gives you the creeps.,narration
NPC,Come on...please. If you don't buy from me... I can't make ends meet. No one else will either.,narration
Mukki,I'm just sitting here havin' a quiet drink.,narration
NPC,I don't understand what my boss is thinking! I'm gonna yell at him! I'm gonna scream my head off till it gets ugly! Isn't that what life's all about? What do you think?,action
NPC,...huff...wheeze... Heat and cold are just memories of the Planet......,narration
NPC,I wan' learn how speak beddah. But don' wan' have stars fall down. You think...same?,narration
NPC,"When you're in here, forget about all those awful things going on outside, and... just enjoy yourself.",action
Johnny,I proposed to her in the middle of all that Meteor stuff! I don't care even if the world were to end right now! I can't think of anything else!,narration
Johnny,"No, no, NO!! Meteor's getting bigger by the minute!! I wanna live on the edge right now!! I want to build a home with my woman and grow old together! If you can't do it, I will! And that's that! I'm gonna do my best, so you hang in there, too!",action
NPC,I don't feel like doing anything. I just want to spend the rest of my life sleeping. Will you be staying together?,narration
NPC,Good night.,action
NPC,Stop looking like a hunted animal! Whatever happens...happens. Just go with it.,action
NPC,Sitting around waiting for Meteor to come...... Why's it gotta fall on us?,action
NPC,Eaaggh!! Leave me alone! I'm trying to learn how to swim before the end of the world.,narration
NPC,"It's getting closer and closer. Someone will do something, don't you think?",narration
NPC,"The sea breeze, sun and Meteor. Isn't nature strange?",narration
NPC,"I don't care even if it is the end of the world, I just want to sit here and drink cocktails!",narration
NPC,Ooooh......I think I drank too much.,narration
NPC,Please buy something! Anything will do!,narration
NPC,What do you want?,dialogue
NPC,Take that road on the left to the Ropeway station! The Ropeway'll take you to the Gold Saucer. It don't mean much to us poor folks though...,action
NPC,"If you want to survive, then you're gonna need some of my weapons.",action
NPC,"I want to leave this garbage dump of a town behind me, and start a new life. If I had a buggy, I'd cross the southern desert, and go to that town across the river...",action
NPC,Welcome. It's 50 gil a night. Would you like a room?,narration
NPC,Enjoy your stay.,narration
NPC,"Hmm, you don't quite have enough.",narration
NPC,Please come again.,narration
NPC,Isn't anyone brave enough to stick it to Shinra?,narration
NPC,YOU know who's responsible for North Corel winding up like this!,narration
NPC,I'll never understand the rich. I heard some guy named Dio at the Gold Saucer is collectin' rocks!,action
NPC,Get out of the way!! The only way we can make ends meet around here now is by collecting junk!,narration
NPC,"A buncha guys called Turks came here sayin' they'd pay 10000 gil for some rock called a 'Keystone'. When I asked how much they'd pay for a regular rock just layin' around here, they slapped me upside my damn head!!",dialogue
NPC,I hear it's a big fad now in the city to get tattoos. Is that right?,narration
NPC,Really...? I saw a big '1' on the arm of a young guy heading towards the Ropeway. That Black Cape he had on was really cool.,narration
NPC,"I guess I should get a '0' tattoo! For a poor man like me, '0' oughtta be perfect.",narration
NPC,Grandpa used to be a Coal Train engineer. He still can't kick his old habits from then.,narration
NPC,The next train's coming in soon.,narration
NPC,Everyone knows that accident couldn't have been avoided. But no one will be satisfied until someone takes the blame.,narration
